"soon Marijuana May lead to ticket , not arrest , in New York"	"1920"	"wrongClass"
"CNN Posts Alleged Audio of Michael Brown shooting"	"900"	"unrelated"
"we take a look at the photo say to show the body of islamic state leader Abu Bakr Al-Baghdadi -lrb- right -rrb- and find it be really a ethnic albanian militant kill in 2013"	"1889"	"wrongClass"
"Michelle Obama 's face blur by saudi state television"	"1975"	"wrongClass"
"Woman , Ting Su , find Husband cheat with she Own Twin , get spectacular revenge"	"1058"	"wrongClass"
"n korean leader miss annual ritual ; sister ` take over duty '"	"465"	"unrelated"
"eggnog-chugging contest lead to hospital stay"	"60"	"unrelated"
"Mohammed Emwazi : Man identify as Isis killer ` Jihadi John ' be ` stop by mi5 ' while on safari holiday in Africa in 2010"	"997"	"wrongClass"
"Judd Nelson rebuff Internet rumor that he die of a drug overdose ."	"1835"	"unrelated"
"Isis claim it have US airdrop of weapon"	"2295"	"wrongClass"
"would-be rapist have penis sever by angry mob"	"36"	"unrelated"
"Boko Haram : Kidnapped Girls have be married off , Truce Never happen"	"381"	"unrelated"
"Kim Jong-Un ` ban the name Kim jong-un '"	"615"	"unrelated"
"teacher sex tape expose as a fake after internet detective trace the origin of pornographic clip"	"1496"	"wrongClass"
"MACAULAY CULKIN be the latest victim of a celebrity death hoax -- and these 9 star know exactly HOW he feel !"	"2022"	"unrelated"
"CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization of Police"	"269"	"unrelated"
"Jose Canseco injure in accidental shooting , per report"	"1697"	"wrongClass"
"opposition group : isis militant train to fly warplane in Syria"	"487"	"unrelated"
"Photo gallery : amazing # 300 operation by North Walsham vet on constipated goldfish"	"206"	"unrelated"
"boyfriend cut off he penis and throw it in the bin after girlfriend dump he for be bad in bed"	"2496"	"wrongClass"
"that Story about a Catholic Priest Dying , see God as a Woman , and come back to Life ? it be almost definitely fake"	"80"	"unrelated"
"Apple Watch Gold Edition may cost as much as $ 5,000"	"1447"	"wrongClass"
"alleged audio of Michael Brown shooting have surface"	"1104"	"unrelated"
"pure Evil : Islamic State Beheads American Journalist James Wright Foley"	"1580"	"wrongClass"
"seven girl as young as 13 become pregnant on a school trip"	"313"	"unrelated"
"James Foley : American Journalist , James Wright Foley Beheaded in New ISIS Video -lsb- break news -rsb-"	"1011"	"wrongClass"
"man chop off own penis after be dump by he girlfriend"	"827"	"wrongClass"
"calm down everyone , Banksy have not be arrest : 9 clue that it be a hoax"	"2051"	"wrongClass"
"set the record straight on tor"	"737"	"unrelated"
"devoted pet owner spend # 300 to save he goldfish after it become constipate"	"2272"	"unrelated"
"Amazon be go to open a physical store !"	"718"	"wrongClass"
"sick Kansas City man say not to have Ebola , U.S. plan new step to fight virus"	"2130"	"unrelated"
"ISIS pay tribute to its ` cub of Baghdadi ' child soldier"	"1336"	"unrelated"
"passenger wear a Hazmat Suit to Dulles Airport"	"1826"	"wrongClass"
"advisory-islamist rebel leader kill in U.S. strike - somali government"	"839"	"wrongClass"
"James Wright Foley , Kidnapped Journalist , apparently execute by isis"	"1679"	"wrongClass"
"Paul Revere 's 1795 time capsule unearth"	"1997"	"wrongClass"
"Al-Shabaab co-founder confirm kill by US air strike in Somalia"	"2196"	"unrelated"
"the image that everyone be share by ` Banksy ' be not by Banksy -- but it be awesome"	"526"	"unrelated"
"McDonald 's Removing Big Mac , Apple Pies and eliminate large size option"	"2223"	"unrelated"
"Schoolboy almost kill by electric shock claim he now have superpower like Magneto"	"1317"	"unrelated"
"Yang Hu , worker in Zhejiang , cut off own penis over desperation of find love"	"686"	"unrelated"
"Kim Jong-Un plan scottish restaurant"	"1339"	"unrelated"
"` Jihadi John ' name as Mohammed Emwazi from London"	"788"	"unrelated"
"a mass grave point to a student massacre in Mexico"	"1984"	"wrongClass"
"Michael Zehaf-Bibeau , slay Ottawa shooter , have criminal record in Quebec , B.C."	"107"	"unrelated"
"low-level marijuana possession could soon land you a ticket instead of arrest in New York City"	"221"	"unrelated"
"ISIS Claims female american hostage , Kayla Mueller , Killed in Airstrike"	"532"	"unrelated"
"ISIS Claims to have intercept supplies from U.S. Airdrop"	"2483"	"unrelated"
"who should play Steve Jobs now that christian Bale Quit ?"	"1294"	"unrelated"
"north korean dictator Kim Jong-Un to open restaurant in Scotland"	"2132"	"unrelated"
"High School Student Rumored to have make $ 72 Million Trading stock"	"1693"	"unrelated"
"islamic state release video apparently show the beheading of miss US journalist James Foley"	"991"	"wrongClass"
"audio capture at time of Michael Brown shooting , company say"	"1817"	"wrongClass"
"a want man respond to a police Facebook Post that he would turn himself in"	"241"	"unrelated"
"Apple Watch pricing : will you spend $ 5000 for Gold edition , $ 500 for stainless steel ?"	"1863"	"unrelated"
"break news : british-born U.S. photojournalist hold hostage by al-Qaeda kill in fail rescue attempt in Yemen"	"56"	"unrelated"
"pants on fire : Duncan Hunter make unconfirmed claim Border Patrol catch at least 10 isis fighter"	"2249"	"wrongClass"
"no - a Fox News Twitter account be not respond to tweet on the #foxnewsfacts hashtag"	"1728"	"wrongClass"
"Vice Media 's CEO blow $ 300,000 on dinner , and a Vegas casino boss blab about it"	"1817"	"unrelated"
"no , Jordan 's King Abdullah II be not personally fly plane against Isis"	"902"	"wrongClass"
"source : Tom Brokaw Wants Brian Williams Fired"	"1507"	"wrongClass"
"Amazon reportedly launch free , ad-supported video service -lrb- update -rrb-"	"686"	"unrelated"
"North Korea reportedly ban anyone sharing Kim Jong Un 's name"	"1975"	"unrelated"
"Amazon.com to open first physical store in Manhattan : DJ"	"1360"	"unrelated"
"Islamic State militant allegedly use chlorine gas against iraqi security force"	"1233"	"wrongClass"
"rumor : Apple shooting for 19 hour of Apple Watch battery life under normal condition , 2.5 hour ` heavy ' use"	"1153"	"wrongClass"
"White House Fence Jumper Made it further Into Building than reported"	"1137"	"unrelated"
"400 man cut they testicle off believe it would help they meet God"	"1281"	"unrelated"
"blunder boyfriend burn down college after try to impress he girlfriend with elaborate marriage proposal"	"1277"	"unrelated"
"Jihadi John name as Mohammed Emwazi , from west London"	"1660"	"unrelated"
"Amazon Reportedly Planning a ad-supported Video Service that Will be cheaper than Netflix"	"789"	"unrelated"
"Apple Watch Smartwatch to Ship 15 Million Units Worldwide in 2015"	"406"	"wrongClass"
"Nigeria say it strike a cease-fire with Boko Haram , but be they talk to the Right Guy ?"	"1099"	"wrongClass"
"ISIS Video Claims to Show behead of british hostage"	"1011"	"unrelated"
"UBS survey find 10 % of consumer want a smartwatch , expect 24M Apple Watch sale in fiscal 2015"	"1149"	"unrelated"
"-lsb- update -rsb- 11 men and 0 woman on Tonight 's ESPN Domestic Violence Panel"	"1806"	"unrelated"
"Fidel Castro Dead ? yes , he be ... but the cuban Leader be alive , Death Rumors Proven False"	"1010"	"unrelated"
"Macaulay Culkin Dead ? another death hoax circulate on Facebook"	"2502"	"wrongClass"
"NBC weatherman catch urinate in the wood live on air"	"1855"	"wrongClass"
"man chop off he own penis after girlfriend tell he he be no good in bed"	"1171"	"wrongClass"
"sadly , Pumpkin spice Condoms be not a thing after all"	"609"	"unrelated"
"watch NAKED airport worker walk through scanner in bizarre protest against ` rough ' guard"	"1831"	"unrelated"
"KIM JONG-UN NECKS SNAKE WINE for virility"	"55"	"unrelated"
"Comcast say you can keep you tor"	"900"	"unrelated"
"Tiger Woods price private island at $ 7.1 million"	"1954"	"unrelated"
"return of the Mac : Seth Rogen in talk to star as Apple co-founder Steve Wozniak in upcome Steve Jobs biopic"	"2124"	"unrelated"
"Sugarhill gang 's Big Bank Hank Dead at 57"	"2340"	"wrongClass"
"Durex be not confirm or deny rumor of a `` pumpkin spice '' condom"	"608"	"unrelated"
"shocking : indian man 's Penis Cut-off after he be Caught attempt rape -lsb- photo -rsb-"	"36"	"unrelated"
"NYC High School Student nickname ` Teen Wolf ' make $ 72 Million On Stock Market"	"409"	"unrelated"
"Audio of gunfire in Michael Brown case authenticate by app company"	"388"	"unrelated"
"Report : HBO Now come to Apple TV next month"	"815"	"wrongClass"
"Apple 's 12-Inch Retina MacBook Air Shown in Artist 's rendition"	"1730"	"wrongClass"
"Kim Jong-Un 's sister reportedly run N. Korea"	"1817"	"unrelated"
"Pentagon : isis seize material airdrop to Kurds"	"2116"	"unrelated"
"the Story of the High School Trader who make $ 72 Million be a rumor Spun out of control"	"1693"	"unrelated"
"this be why rumor that isis be cross the border Into the U.S. be not go away"	"742"	"wrongClass"
"Meteorite leave crater in nicaraguan capital Managua"	"1817"	"unrelated"
"Video Appears to Show behead of Journalist James Foley , who go miss in Syria"	"2130"	"unrelated"
"Ann Arbor pizza delivery driver surprise with $ 2,000 tip"	"623"	"wrongClass"
"iraqi and kurdish media report case of Ebola among Islamic State fighter in Mosul"	"1891"	"wrongClass"
"White House Fence-Jumper Overpowered Secret Service Officer , ran through much of Main Floor"	"1017"	"wrongClass"
"see it : California homeless man use $ 100 gift to give food to other"	"1971"	"wrongClass"
"Batmobile Rumored to have be Stolen from Batman V. Superman : Dawn of Justice set"	"2135"	"wrongClass"
"Fidel Castro be dead , accord to viral Twitter rumor"	"47"	"unrelated"
"Texas plumber 's truck on front line of Syria war"	"1273"	"unrelated"
"have north korean dictator Kim Jong-un be replace by he sister ?"	"1029"	"unrelated"
"Woman detain in Lebanon be not al-Baghdadi 's wife , Iraq say"	"691"	"unrelated"
"be Durex Planning to release a Pumpkin spice condom ?"	"1060"	"wrongClass"
"be Kim Jong Un 's sister Kim Yo Jong in charge ?"	"1817"	"unrelated"
"this powerful Cartoon about the Charlie Hebdo Attack be not by Banksy"	"740"	"unrelated"
"Tim Cook Reportedly reveal Apple Watch Waterproofing have improve"	"737"	"unrelated"
"#isis behead photojournalist James Wright Foley in a massage to US to end its intervention in #iraq ."	"1288"	"wrongClass"
"Robert Plant Literally Ripped up a $ 800 Million Contract to reunite Led Zeppelin"	"1978"	"wrongClass"
"despite no Ebola case in Kansas City , the rumor go viral"	"1404"	"wrongClass"
"ISIS reportedly Beheads U.S. Journalist James Wright Foley on Camera"	"2130"	"unrelated"
"Boston.com retract claim about racist email from professor"	"1863"	"wrongClass"
"alleged audio of Michael Brown shooting do not sound good for Officer Darren Wilson"	"900"	"unrelated"
"former british rapper reportedly under investigation for James Foley behead"	"2174"	"unrelated"
"US official : Video show American 's execution"	"2525"	"unrelated"
"Star Wars VII for a New SUMMER Release Date !?"	"808"	"unrelated"
"the Guy who say a Spider Burrowed under he skin ? expert say ..."	"1579"	"wrongClass"
"have Kim Yo-Jong take over for Kim Jong Un ? Sister assume North Korea State Duties while Brother Undergoes Medical treatment"	"465"	"unrelated"
"U.S. accidentally deliver weapon to the islamic state by airdrop , militant say"	"2223"	"unrelated"
"be there a ISIS threat on the Texas-Mexico Border or not ?"	"2249"	"wrongClass"
"doubt cast over Nicaragua meteorite claim"	"1722"	"wrongClass"
"parent be furious after seven girl aged 13-14 fall pregnant on a school trip"	"2124"	"unrelated"
"vandal paint penis on # 1.5 million Bugatti Veyron"	"822"	"unrelated"
"Report : Former Baseball Star Jose Canseco accidentally shoot at home"	"206"	"unrelated"
"update ` Jihadi John ' identify as Mohammed Emwazi of London , report say"	"1933"	"unrelated"
"Ottawa gunman identify as 32-year-old Michael Zehaf-Bibeau"	"1329"	"wrongClass"
"it be about to get harder to be arrest for Pot Possession in New York City"	"221"	"unrelated"
"the man who say Comcast Got he fire have file a lawsuit"	"2046"	"unrelated"
"-lsb- update -rsb- 11 men and 0 woman on Tonight 's ESPN Domestic Violence Panel"	"2167"	"unrelated"
"Catholic Priest die for 48 Minutes , come back to Life and Claims God be female"	"2154"	"unrelated"
"KANYE WEST bar from all future award show"	"2048"	"unrelated"
"report : jetliner steal from LIBYA COULD be USED to ATTACK U.S. on 9/11"	"1660"	"unrelated"
"advisory-islamist rebel leader kill in U.S. strike - somali government"	"313"	"wrongClass"
"Boko Haram deny truce , say kidnap girl marry"	"381"	"unrelated"
"islamist Militants ` Steal ' 11 commercial plane in Libya , spark terror attack fear"	"126"	"unrelated"
"US Marine survive headshot in Afghanistan"	"2091"	"unrelated"
"GOP Rep. Duncan Hunter Claims ` at least ' 10 ISIS Fighters Apprehended on Texas Border"	"2523"	"unrelated"
"Rajasthan : Man try to rape teenager , Angry mob Chops he Penis off"	"368"	"unrelated"
"jordanian airstrike kill american aid worker hold hostage by ISIS accord to statement by militant"	"754"	"wrongClass"
"Catholic Priest die for 48 Minutes , come back to Life and Claims God be female"	"2515"	"wrongClass"
"KC Man do not have Ebola"	"781"	"unrelated"
"Report : ISIS Leader Abu Bakr Al-Baghdadi Assassinated in U.S. Airstrike"	"789"	"unrelated"
"Jihadi John ` identify as british man from West London '"	"2123"	"wrongClass"
"Macaulay Culkin Victim of another Online Death Hoax"	"1174"	"wrongClass"
"Fidel Castro Rumors Sweep Internet , but no sign in Cuba"	"892"	"unrelated"
"unverified video show beheading of aid worker David Haines"	"2241"	"wrongClass"
"Robert Plant Reportedly Tears up $ 800 Million Led Zeppelin Reunion Contract"	"158"	"unrelated"
"ski Resort open with Snow Stored from last season"	"1148"	"unrelated"
"ISIS Militant `` Jihadi John '' identify as Young West Londoner"	"2349"	"wrongClass"
"married tv actor wake up to find he testicle have be steal after he be drug in russian bar by attractive blonde work for organ trafficker"	"1258"	"unrelated"
"Tips for Chinese choose a english name"	"2260"	"wrongClass"
"Seth Rogen to play Apple 's Steve Wozniak"	"1642"	"unrelated"
"Isilkulskom student have gain superhero power after shock"	"513"	"unrelated"
"Homeland Security say terrorist have not cross u.s-mexico border"	"80"	"unrelated"
"Batmobile Rumored to have be Stolen from Batman V. Superman : Dawn of Justice set"	"2431"	"unrelated"
"Batmobile Stolen from ` Batman V Superman : Dawn of Justice ' set ? Report Claims that one of the Batmobile model be miss ! Detroit Locals responsible ?"	"1459"	"wrongClass"
"canadian-israeli woman reportedly kidnap by ISIS : Jerusalem Post"	"1319"	"unrelated"
"Tiger Woods PED , PGA Tour Suspension Allegations retract by Dan Olsen"	"2046"	"unrelated"
"mexican student not among body find in mass grave"	"1822"	"wrongClass"
"Ottawa shooting : Soldier Shot at Canada 's National War Memorial"	"892"	"unrelated"
"ISIS Claims it kidnap Gill Rosenberg , The First Western Woman to fall Into The Group 's hand"	"387"	"unrelated"
"source : gun n ' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52"	"769"	"unrelated"
"Report : Former Baseball Star Jose Canseco accidentally shoot at home"	"1003"	"unrelated"
"opposition group : isis militant train to fly warplane in Syria"	"2218"	"unrelated"
"Hoax Alert : Father O'Neal , who have Met God and Thinks she be a Woman , be make up -lrb- just like God Herself -rrb-"	"2277"	"unrelated"
"watch marine take sniper shot to the head and live"	"709"	"unrelated"
"incredible Video show a US Marine survive be Shot in the Head by a Sniper in Afghanistan"	"2452"	"unrelated"
"Seth Rogen set to play Steve Wozniak in Danny Boyle 's Steve Jobs biopic"	"388"	"unrelated"
"Fidel Castro Rumors Sweep Internet , but no sign in Cuba"	"2132"	"unrelated"
"weaponize Ebola ? ISIS Militants Said to Contract Deadly virus"	"559"	"unrelated"
"high school student score $ 72m play the stock market"	"313"	"unrelated"
"dna test confirm child be be head Abu Bakr al-Baghdadi 's daughter"	"170"	"unrelated"
"forget 18-karat gold , next-generation Apple Watch Edition could use platinum : Report"	"1311"	"unrelated"
"India Rape Crisis see mob castrate alleged sex attacker in shocking scene"	"1673"	"wrongClass"
"Update : do Boston.com Make up this Story about the web Sheriff Ben Edelman send racist email ?"	"1261"	"unrelated"
"ISIS Leader Killed : Abu Bakr Al-Baghdadi Reportedly Killed by U.S. Airstrike"	"1889"	"wrongClass"
"Teen make $ 72 Million on the Stock Market"	"405"	"unrelated"
"insurgent kill in Nigeria despite alleged truce with Boko Haram"	"1027"	"wrongClass"
"Lynch mob castrate Alleged Rapist in Rajasthan"	"2149"	"unrelated"
"congressman : ` at least 10 isis fighter ' catch try to cross into US"	"190"	"unrelated"
"` american bombing have sign my death certificate ' : miss US journalist James Wright Foley go unflinching to he death as isis behead he in horrific video , as a warn to Obama"	"2525"	"unrelated"
"expert cast doubt on Bunbury man Dylan Thomas 's burrow stomach-spider story"	"1321"	"wrongClass"
"mexican student not among body find in mass grave"	"1984"	"wrongClass"
"a audio recording of the Michael Brown shooting have reportedly surface"	"346"	"unrelated"
"advisory-islamist rebel leader kill in U.S. strike - somali government"	"2124"	"unrelated"
"high-end Apple Watch to start at $ 5,000 -- analyst"	"1280"	"wrongClass"
"a Vice Guide to spend $ 300,000 on dinner"	"2130"	"wrongClass"
"Woman detain in Lebanon be not al-Baghdadi 's wife , Iraq say"	"651"	"unrelated"
"be Kim Jong-Un really open a Restaurant in Scotland ?"	"2148"	"wrongClass"
"official refute iraqi Media Reports that ISIS Members have contract Ebola in Mosul"	"1291"	"unrelated"
"YPG confirm : Gill Rosenberg not capture in Kobani"	"1862"	"wrongClass"
"ISIS Video Claims to Show behead of british hostage"	"2306"	"wrongClass"
"do ISIS have a airforce ? Terrorist ` fighter pilot ' be be train on capture mig by Saddam Hussein 's ex-air force officer"	"2406"	"wrongClass"
"found Fathers-Era Time Capsule Found in Boston"	"601"	"unrelated"
"source : Tom Brokaw Wants Brian Williams Fired"	"373"	"unrelated"
"hospital : man not be treat for Ebola in Kansas City"	"2104"	"wrongClass"
"Apple Watch pricing : will you spend $ 5000 for Gold edition , $ 500 for stainless steel ?"	"521"	"unrelated"
"Video Purports to Show behead of U.S. Journalist by Militants"	"2386"	"wrongClass"
"alleged audio of Michael Brown shoot release"	"2448"	"unrelated"
"stainless steel Apple Watch could cost just $ 499 , but gold will be 10 time as pricey"	"698"	"unrelated"
"David Haines Beheaded by ISIS , Execution Video contain threat against UK : report"	"1182"	"wrongClass"
"viral Video of homeless man spend $ 100 on food for other homeless be fake , Witness say"	"190"	"unrelated"
"nasty iOS 8 bug could erase you iCloud Drive document"	"221"	"unrelated"
"it be back ! the incredible new Batmobile take a spin around Detroit ... after rumor it have be steal"	"702"	"unrelated"
"Unconfirmed Reports say UK Hostage hold by ISIS Found innocent"	"650"	"unrelated"
"fake Fox News Twitter account emerge after #foxnewsfacts go viral"	"387"	"unrelated"
"Gill Rosenberg , Canadian-Israeli Woman Feared Kidnapped by ISIS , say she be Safe"	"80"	"unrelated"
"be Apple about to launch a totally redesign , 12-inch MacBook Air ?"	"1344"	"wrongClass"
"dog DO go to heaven ... and cat , and horse : Pope assure young boy that there be a place in paradise for animal as well"	"1651"	"wrongClass"
"Bosnia : seven underage girl return from five day school trip , pregnant"	"2022"	"unrelated"
"catholic priest claim God be female after clinically dead experience"	"615"	"unrelated"
"if you really believe Colorado kfc be sell pot , here be a reality check"	"1647"	"unrelated"
"Will King of Jordan lead airstrike on ISIS HIMSELF ? report say trained pilot plan to take part in attack after quote Clint Eastwood 's Unforgiven to congressman"	"1689"	"unrelated"
"Judicial Watch 's Farrell : ISIS Terrorists do Cross Mexican Border"	"225"	"unrelated"
"Lego letter from the 1970 still offer a powerful message to parent 40 year later"	"2171"	"wrongClass"
"Anna Wintour : be rat infestation at NYC ` Vogue ' Office Kim Kardashian 's Fault ?"	"639"	"unrelated"
"hero soldier Nathan Cirillo kill by convict criminal Michael Zehaf-Bibeau"	"1739"	"unrelated"
"Lynch mob chop man 's penis off after catch he allegedly try to rape teenager"	"962"	"unrelated"
"Hospital Officials : Kansas City Patient not be Treated for Ebola"	"1933"	"unrelated"
"be Alleged Audio of Michael Brown shooting on CNN a Hoax ?"	"456"	"unrelated"
"russian Yeti or Bigfoot Hoax ? New Footage spark debate"	"1651"	"unrelated"
"n korean leader miss annual ritual ; sister ` take over duty '"	"780"	"wrongClass"
"PGA Tour deny Claim that Tiger Woods fail a drug test"	"1417"	"wrongClass"
"Ottawa shooting : slain soldier name as Nathan Cirillo while suspect identify as Michael Zehaf-Bibeau"	"2214"	"wrongClass"
"Cheese addiction break Kim Jong-un 's ankle"	"2042"	"unrelated"
"confusion swirl , detail murky in arrest of ISIS leader 's ` wife '"	"737"	"unrelated"
"Report : Christian Bale just bail on the Steve Jobs Movie"	"591"	"wrongClass"
"tropical spider burrow under man 's skin , live there for three day"	"147"	"unrelated"
"Detroit Police Issue Statement that the Batmobile be safe"	"702"	"unrelated"
"David Haines beheading video confirm genuine ; UK PM Cameron vow to hunt down ISIS ` monster '"	"1011"	"unrelated"
"` hairgate ' : iPhone 6 user encounter latest Apple problem after ` bendgate '"	"2276"	"wrongClass"
"` Nasa confirm six day of darkness in December ' : no , they really do not - it be a hoax"	"696"	"unrelated"
"seven girl as young as 13 become pregnant on a school trip"	"1103"	"wrongClass"
"return of the Mac : Seth Rogen in talk to star as Apple co-founder Steve Wozniak in upcome Steve Jobs biopic"	"1262"	"wrongClass"
"ISIS Leader Killed : Abu Bakr Al-Baghdadi Reportedly Killed by U.S. Airstrike"	"754"	"unrelated"
"rumor : Apple shooting for 19 hour of Apple Watch battery life under normal condition , 2.5 hour ` heavy ' use"	"1725"	"unrelated"
"Video show dramatic moment bullet strike U.S. Marine 's head -- and he survive thanks to kevlar helmet"	"2360"	"wrongClass"
"no one in North Korea be allow to share Kim Jong Un 's name"	"1975"	"unrelated"
"Tiger Woods sell swedish villa -- island include"	"1836"	"unrelated"
"islamic state release video apparently show the beheading of miss US journalist James Foley"	"368"	"wrongClass"
"White House fence-jumper make it far deeper into building than previously know"	"1323"	"unrelated"
"Jess Smith , 19 , Claims she be Teletubbies ' Giggling Baby : what do she get pay ?"	"470"	"unrelated"
"ISIS Border Crisis : dhs Chief say Terrorists not enter US through Mexico"	"1483"	"unrelated"
"Woman detain in Lebanon be not al-Baghdadi 's wife , Iraq say"	"2042"	"unrelated"
"Nigeria : hope for return of kidnap schoolgirl rise after ceasefire report"	"531"	"wrongClass"
"be this the world 's oldest burger ? man claim to have keep McDonald 's quarter pounder for 20 year"	"702"	"unrelated"
"Kurds fear Isis use of chemical weapon in Kobani"	"1253"	"unrelated"
"Kim Jong-un ` set to open a new restaurant in scotland '"	"1806"	"unrelated"
"british hostage David Haines behead by islamic state terrorist"	"787"	"unrelated"
"claim : Comcast Got Complaining customer fire from he Job"	"2133"	"wrongClass"
"Apple Watch user will need to recharge nightly , company still work to improve uptime before launch"	"1331"	"unrelated"
"christian bale in talk to play Steve Jobs in Danny Boyle 's Biopic"	"945"	"wrongClass"
"Video Purports to Show behead of U.S. Journalist by Militants"	"782"	"wrongClass"
"islamic state Militants Claim to have Beheaded US Journalist James Wright Foley"	"2524"	"wrongClass"
"nun give birth , intend to keep baby"	"269"	"unrelated"
"Isis claim US hostage Kayla Mueller kill in coalition airstrike"	"663"	"unrelated"
"source : gun n ' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52"	"292"	"wrongClass"
"christian bale in talk to play Steve Jobs in Danny Boyle 's Biopic"	"1294"	"unrelated"
"Report claim Kim Jong-un undergo surgery to repair fractured ankle"	"1095"	"wrongClass"
"Israel deny cause Gaza flood by open dam"	"1967"	"wrongClass"
"Obama administration deny congressman 's claim that ` at least ten isis fighter have be catch come across the mexican border in Texas '"	"1376"	"wrongClass"
"Graphic Photo : Oliver Ilic use Razor Blade to slice off Own Manhood after Girlfriend Broke up with he"	"1799"	"wrongClass"
"homeless man who become a YouTube sensation after spend $ 100 on food for he beggar friend get a surprise Christmas meal , makeover and night in a hotel in new video ... but be it all a hoax by a ` serial prankster ' ?"	"676"	"unrelated"
"Cheese blame for north korean leader Kim Jong-un 's broken ankle"	"2042"	"unrelated"
"islamic state claim it execute american photojournalist James Foley"	"1120"	"unrelated"
"a want man respond to a police Facebook Post that he would turn himself in"	"828"	"wrongClass"
